state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch,mrall_10k,mralln_10k,mra1517_10k,mra1517n_10k,mra1820_10k,mra1820n_10k,mra2124_10k,mra2124n_10k,mraidall_10k
24,1987,2.0999999046325684,4.199999809265137,18167,66.6956558227539,0.20200000703334808,3.080159902572632,0.4112269878387451,21,1.0915100574493408,0.1703680008649826,8046.97509765625,1,0,0,814,1.7949299945030361e-4,172,3.792719871853478e-5,101,53,2.5603899848647416e-4,17,8.212599641410634e-5,90,23,4.054100136272609e-4,1.0360399755882099e-4,118,4.0830401121638715e-4,41,1.4186899352353066e-4,170.00999450683594,3.748800008906983e-5,4534996,206999.71875,221997.484375,289000.34375,36493,6.199999809265137,61.5,0.0718352422118187,1.7949299945030361,0.3792719871853478,2.5603899848647416,0.8212599641410634,4.054100136272609,1.03603997558821,4.0830401121638715,1.4186899352353066,0.3748800008906983
24,1988,1.9800000190734863,4.5,18755.533203125,66.6856460571289,0.19441771507263184,3.091779947280884,0.4301770031452179,21,1.0915100574493408,0.1723479926586151,8112.94580078125,1,0,0,782,1.6919100016821176e-4,150,3.24534994433634e-5,92,50,2.538069966249168e-4,7,3.553300120984204e-5,80,25,3.7383000017143786e-4,1.1682199692586437e-4,100,3.2258100691251457e-4,31,9.999999747378752e-5,158.00999450683594,3.4185999538749456e-5,4621995.5,197000.078125,214001.015625,309999.65625,37498,5.5,62.30000305175781,0.05440767481923103,1.6919100016821176,0.324534994433634,2.538069966249168,0.3553300120984204,3.7383000017143786,1.1682199692586437,3.2258100691251457,0.9999999747378752,0.34185999538749456
25,1982,2.4600000381469727,7.900000095367432,15215.990234375,62.05266571044922,0.28639617562294006,0,0.10000000149011612,20,1.8111399412155151,0.1906069964170456,6380.05078125,0,0,0,659,1.1466899741208181e-4,169,2.9406599423964508e-5,108,76,2.6206899201497436e-4,15,5.172400051378645e-5,92,33,2.770814171526581e-4,9.938789298757911e-5,109,2.4439499247819185e-4,45,1.0089699935633689e-4,344.7699890136719,5.9991998568875715e-5,5746976,289999.96875,332032.375,445999.3125,36666,9.699999809265137,57.79999923706055,-0.0017325098160654306,1.146689974120818,0.2940659942396451,2.6206899201497436,0.5172400051378645,2.770814171526581,0.9938789298757911,2.4439499247819185,1.008969993563369,0.5999199856887572
25,1983,2.4200000762939453,6.900000095367432,15801.60546875,61.98569107055664,0.2752293646335602,0,0.10000000149011612,20,1.8002099990844727,0.18608200550079346,6510.73974609375,0,0,0,651,1.1290299880784005e-4,198,3.4339198464294896e-5,131,59,2.092200011247769e-4,12,4.2553001549094915e-5,85,48,2.612782409414649e-4,1.4754536096006632e-4,109,2.471659972798079e-4,55,1.2471700028982013e-4,221.52000427246094,3.8418998883571476e-5,5766011.5,281999.8125,325323.6875,440999.15625,37541,9.600000381469727,57.900001525878906,0.06773817539215088,1.1290299880784005,0.34339198464294896,2.092200011247769,0.42553001549094915,2.612782409414649,1.4754536096006632,2.4716599727980793,1.2471700028982013,0.38418998883571476
25,1984,2.4600000381469727,4.800000190734863,16735.1640625,64.331634521484375,0.2637362480163574,0,0.10000000149011612,20,2.242150068283081,0.17980200052261353,6646.5908203125,0,0,0,666,1.1486699804663658e-4,181,3.1217699870467186e-5,130,58,2.1167899831198156e-4,13,4.7444998926948756e-5,101,43,3.1686219153925776e-4,1.3490172568708658e-4,119,2.7356299688108265e-4,48,1.103449976653792e-4,210.57000732421875,3.6318000638857484e-5,5798010,273999.78125,318750.5625,435000.34375,38537,7.5,59.500003814697266,0.08391208201646805,1.1486699804663658,0.31217699870467186,2.1167899831198156,0.47444998926948756,3.1686219153925776,1.3490172568708658,2.7356299688108265,1.103449976653792,0.36318000638857484
25,1985,2.4000000953674316,3.9000000953674316,17271.185546875,64.64490509033203,0.2542372941970825,0,0.10000000149011612,20.5,2.3103199005126953,0.17366400361061096,6818.29638671875,0,0,0,742,1.2744800187647343e-4,176,3.0230199627112597e-5,105,64,2.3970000620465726e-4,10,3.74529990949668e-5,103,35,3.2980029936879873e-4,1.1206806084373966e-4,101,2.3708899971097708e-4,44,1.032860018312931e-4,188.42999267578125,3.236499833292328e-5,5821982,267000.40625,312310.21875,426000.375,39696,7.199999809265137,60.10000228881836,0.05511312186717987,1.2744800187647343,0.30230199627112597,2.3970000620465726,0.374529990949668,3.2980029936879873,1.1206806084373966,2.3708899971097708,1.032860018312931,0.3236499833292328
25,1986,2.200000047683716,3.799999952316284,18145.51171875,64.45320892333984,0.2476780116558075,0,0.10000000149011612,21,1.80007004737854,0.17099900543689728,7027.96435546875,0,0,0,752,1.289000065298751e-4,190,3.2567699236096814e-5,123,72,2.716979943215847e-4,27,1.0188700252911076e-4,80,29,2.6143790455535054e-4,9.477123967371881e-5,109,2.823830000124872e-4,47,1.2176200107205659e-4,187.3000030517578,3.21039988193661e-5,5833979.5,265000.125,306000,386000.5625,41001,7,60.70000076293945,0.06026916205883026,1.289000065298751,0.32567699236096814,2.716979943215847,1.0188700252911076,2.6143790455535054,0.9477123967371881,2.8238300001248717,1.217620010720566,0.321039988193661
25,1987,2.259999990463257,3.200000047683716,19050,65.11881256103516,0.23999999463558197,0,0.10000000149011612,21,1.7936099767684937,0.16292600333690643,7225.43603515625,0,0,0,689,1.1767700198106468e-4,163,2.7839500035042875e-5,110,67,2.6378000620752573e-4,14,5.511799827218056e-5,94,36,3.1756999669596553e-4,1.2162199709564447e-4,80,2.1447699691634625e-4,38,1.0187699808739126e-4,176.0399932861328,3.0066999897826463e-5,5855010,253999.546875,295997.75,373000.375,42305,6.199999809265137,61.5,0.07459306716918945,1.1767700198106468,0.27839500035042875,2.6378000620752573,0.5511799827218056,3.1756999669596553,1.2162199709564447,2.1447699691634625,1.0187699808739126,0.30066999897826463
25,1988,2.1500000953674316,3.299999952316284,20034.6484375,66.1751937866211,0.23099133372306824,0,0.10000000149011612,21,1.7936099767684937,0.15517400205135345,7358.47265625,0,0,0,725,1.2311100726947188e-4,165,2.8018299417453818e-5,106,48,2.025319990934804e-4,9,3.797500176005997e-5,92,37,3.357699897605926e-4,1.3503599620889872e-4,86,2.160800067940727e-4,34,8.542699652025476e-5,204.22000122070312,3.467699934844859e-5,5888994,236999.59375,273997.09375,398000.71875,43334,5.5,62.30000305175781,0.05770743265748024,1.2311100726947188,0.2801829941745382,2.025319990934804,0.3797500176005997,3.357699897605926,1.3503599620889872,2.160800067940727,0.8542699652025476,0.3467699934844859
26,1982,1.8799999952316284,15.5,13247.0166015625,53.53864288330078,0.5456539392471313,0.624809980392456,0.20000000298023224,21,0,0.243817999958992,6712.7431640625,1,0,0,1392,1.5268199786078185e-4,392,4.2996598494937643e-5,225,89,1.8016199464909732e-4,24,4.858299871557392e-5,178,84,3.4377750125713646e-4,1.6223207057919353e-4,169,2.467150043230504e-4,81,1.1824799730675295e-4,496.1400146484375,5.441900066216476e-5,9116988,493999.84375,517776.75,685000.875,61200,9.699999809265137,57.79999923706055,-0.08066317439079285,1.5268199786078185,0.42996598494937643,1.8016199464909732,0.4858299871557392,3.4377750125713646,1.6223207057919353,2.467150043230504,1.1824799730675295,0.5441900066216476
26,1983,1.8700000047683716,14.199999809265137,13606.6513671875,54.74843978881836,0.5243784189224243,0.6376000046730042,0.20000000298023224,21,0,0.23724399507045746,6721.328125,1,0,0,1314,1.4512900088448077e-4,345,3.8104699342511594e-5,200,110,2.3206800688058138e-4,17,3.5864999517798424e-5,163,75,3.2217748230323195e-4,1.482411753386259e-4,179,2.683660131879151e-4,78,1.169419992947951e-4,492.7099914550781,5.441900066216476e-5,9054014,473999,505932.3125,666999.5,60855,9.600000381469727,57.900001525878906,0.047230832278728485,1.4512900088448077,0.38104699342511594,2.320680068805814,0.35864999517798424,3.2217748230323195,1.482411753386259,2.683660131879151,1.169419992947951,0.5441900066216476
26,1984,1.8700000047683716,11.199999809265137,14317.58203125,57.24455261230469,0.5024812817573547,0.6506400108337402,0.20000000298023224,21,0,0.24374200403690338,7007.07080078125,1,0,0,1531,1.690219942247495e-4,334,3.687350181280635e-5,191,122,2.6521700783632696e-4,26,5.6521999795222655e-5,174,58,3.5197107354179025e-4,1.1732368875527754e-4,196,2.9878001078031957e-4,74,1.1280499893473461e-4,547.530029296875,6.0447000578278676e-5,9057993,460000.65625,494358.8125,656001.0625,63470,7.5,59.500003814697266,0.07154077291488647,1.690219942247495,0.36873501812806353,2.6521700783632696,0.5652199979522265,3.5197107354179025,1.1732368875527754,2.9878001078031957,1.1280499893473461,0.6044700057827868
26,1985,1.840000033378601,9.899999618530273,14830.5087890625,57.69797134399414,0.4843834638595581,0.6639599800109863,0.20000000298023224,21,0,0.21941900253295898,7416.576171875,1,0,0,1545,1.7000400112010539e-4,302,3.3230600820388645e-5,165,106,2.3296699509955943e-4,19,4.175800131633878e-5,168,53,3.4779004636220634e-4,1.0971947631333023e-4,179,2.7838299865834415e-4,64,9.953299741027877e-5,423.760009765625,4.6627999836346135e-5,9088021,455000.0625,483050.0625,642999.0625,67402,7.199999809265137,60.10000228881836,0.04663993790745735,1.7000400112010539,0.33230600820388645,2.3296699509955943,0.4175800131633878,3.4779004636220634,1.0971947631333023,2.7838299865834415,0.9953299741027877,0.46627999836346135
26,1986,1.75,8.800000190734863,15278.6376953125,58.407466888427734,0.47188645601272583,0.6775500178337097,0.20000000298023224,21,0,0.1919119954109192,7829.5234375,1,0,0,1605,1.756209967425093e-4,334,3.65466985385865e-5,200,147,3.141030028928071e-4,30,6.410299829440191e-5,176,72,3.728813608177006e-4,1.5254237223416567e-4,189,3.07818001601845e-4,64,1.0423499770695344e-4,498.30999755859375,5.4525000450666994e-5,9138998,467999.34375,472000,613999.1875,71554,7,60.70000076293945,0.038738418370485306,1.756209967425093,0.365466985385865,3.1410300289280713,0.6410299829440191,3.7288136081770062,1.5254237223416567,3.0781800160184503,1.0423499770695344,0.5452500045066699
26,1987,1.649999976158142,8.199999809265137,15418,59.948055267333984,0.4572579860687256,0.6914100050926208,0.20000000298023224,21,0,0.18672099709510803,8228.9150390625,1,0,0,1597,1.7358700279146433e-4,333,3.6195699067320675e-5,177,138,2.993489906657487e-4,17,3.6876001104246825e-5,169,47,3.6500999704003334e-4,1.0151199967367575e-4,180,2.9850698774680495e-4,61,1.0116100020240992e-4,487.3699951171875,5.297499956213869e-5,9199998,461000.375,463001.03125,603000.9375,75706,6.199999809265137,61.5,0.017627010121941566,1.7358700279146433,0.36195699067320675,2.993489906657487,0.36876001104246825,3.6500999704003334,1.0151199967367575,2.9850698774680495,1.0116100020240992,0.5297499956213869
26,1988,1.6200000047683716,7.599999904632568,15930.7021484375,60.24684143066406,0.44009432196617126,0.705560028553009,0.20000000298023224,21,0,0.1752540022134781,8430.646484375,1,0,0,1704,1.844159996835515e-4,359,3.8852798752486706e-5,200,115,2.613640099298209e-4,17,3.863600068143569e-5,176,62,3.9818999357521534e-4,1.40271004056558e-4,192,3.205339889973402e-4,75,1.2520900054369122e-4,551.1300048828125,5.9646001318469644e-5,9239979,439999.375,442000.0625,599000.4375,77899,5.5,62.30000305175781,0.032574914395809174,1.844159996835515,0.38852798752486706,2.613640099298209,0.3863600068143569,3.9818999357521534,1.4027100405655801,3.205339889973402,1.2520900054369122,0.5964600131846964
27,1982,2.130000114440918,7.800000190734863,13781.623046875,65.08143615722656,0.346062034368515,0.10000000149011612,0.20000000298023224,19,0,0.1998330056667328,7059.263671875,1,0,0,571,1.3815599959343672e-4,138,3.338979877298698e-5,83,36,1.6901400522328913e-4,14,6.572800339199603e-5,65,26,2.8040193137712777e-4,1.1216077109565958e-4,96,3.067090001422912e-4,39,1.2460100697353482e-4,164.60000610351562,3.982699854532257e-5,4133009,213000.09375,231810.09375,313000.28125,29176,9.699999809265137,57.79999923706055,-0.02077009156346321,1.3815599959343672,0.3338979877298698,1.6901400522328913,0.6572800339199603,2.8040193137712777,1.1216077109565958,3.067090001422912,1.2460100697353482,0.39826998545322567
27,1983,2.109999895095825,8.199999809265137,13840.5966796875,64.7649917602539,0.33256879448890686,0.10000000149011612,0.20000000298023224,19,0,0.19182099401950836,7494.07470703125,1,0,0,555,1.3389599916990846e-4,124,2.991600013046991e-5,75,40,1.9704400619957596e-4,13,6.403899897122756e-5,76,27,3.3486474421806633e-4,1.1896510113729164e-4,82,2.6537198573350906e-4,32,1.0355999984312803e-4,178.56500244140625,4.307999915909022e-5,4145008,203000.34375,226957.3125,309000.21875,31063,9.600000381469727,57.900001525878906,0.020334310829639435,1.3389599916990846,0.2991600013046991,1.9704400619957596,0.6403899897122756,3.3486474421806633,1.1896510113729164,2.6537198573350906,1.0355999984312803,0.4307999915909022
27,1984,2.059999942779541,6.300000190734863,14734.06640625,67.18196105957031,0.3186812996864319,0.10000000149011612,0.20000000298023224,19,0,0.1789740025997162,7644.96630859375,1,0,0,582,1.398029999108985e-4,108,2.5942999855033122e-5,61,48,2.448979939799756e-4,10,5.1020000682910904e-5,93,27,4.185303405392915e-4,1.2150881229899824e-4,75,2.4671098799444735e-4,21,6.90789966029115e-5,208.156005859375,5.000099918106571e-5,4163000.75,195999.96875,222206.109375,303999.4375,31826,7.5,59.500003814697266,0.08540806174278259,1.398029999108985,0.2594299985503312,2.448979939799756,0.510200006829109,4.185303405392915,1.2150881229899824,2.4671098799444735,0.690789966029115,0.5000099918106571
27,1985,2.0399999618530273,6,14983.05078125,66.9762954711914,0.30720338225364685,0.10000000149011612,0.20000000298023224,19,0,0.17517100274562836,7795.873046875,1,0,0,608,1.450039999326691e-4,128,3.052700049011037e-5,81,45,2.33161001233384e-4,9,4.6632001613033935e-5,74,29,3.401448775548488e-4,1.3330001092981547e-4,74,2.517010143492371e-4,29,9.863900049822405e-5,160.48599243164062,3.827500040642917e-5,4192987.75,192999.6875,217554.359375,293999.625,32688,7.199999809265137,60.10000228881836,0.02035987563431263,1.450039999326691,0.3052700049011037,2.33161001233384,0.46632001613033935,3.401448775548488,1.3330001092981547,2.517010143492371,0.9863900049822405,0.3827500040642917
27,1986,1.7799999713897705,5.300000190734863,15464.396484375,66.76154327392578,0.2992776036262512,0.10000000149011612,0.20000000298023224,19.670000076293945,0,0.16470900177955627,8053.17626953125,1,0,0,571,1.3553300232160836e-4,121,2.8721000489895232e-5,74,50,2.551020006649196e-4,7,3.5714001569431275e-5,89,34,4.178403760306537e-4,1.5962441102601588e-4,63,2.3507500009145588e-4,25,9.328399755759165e-5,162.80499267578125,3.8643000152660534e-5,4212996,196000.03125,213000,267999.5625,33928,7,60.70000076293945,0.03500646352767944,1.3553300232160836,0.2872100048989523,2.551020006649196,0.35714001569431275,4.178403760306537,1.5962441102601588,2.3507500009145588,0.9328399755759165,0.38643000152660534
27,1987,1.809999942779541,5.400000095367432,15910,66.88555145263672,0.3162499964237213,0.10000000149011612,0.20000000298023224,21,0,0.15388299524784088,8282.359375,1,0,0,530,1.2482299644034356e-4,113,2.661299913597759e-5,60,58,3.0687800608575344e-4,11,5.820099977427162e-5,55,13,2.669900131877512e-4,6.310699973255396e-5,63,2.4324300466105342e-4,25,9.652500011725351e-5,141.75,3.3383999834768474e-5,4246012.5,189000.1875,206000.21875,259000.25,35167,6.199999809265137,61.5,0.036332614719867706,1.2482299644034356,0.2661299913597759,3.0687800608575344,0.5820099977427162,2.6699001318775117,0.6310699973255396,2.432430046610534,0.9652500011725351,0.33383999834768474
27,1988,1.7300000190734863,4,16048.123046875,68.89848327636719,0.3209817111492157,0.10000000149011612,0.20000000298023224,21,0,0.14443300664424896,8462.2548828125,1,0,0,612,1.4209399523679167e-4,112,2.6003999664681032e-5,65,44,2.4309399304911494e-4,15,8.287299715448171e-5,81,27,4.218700050842017e-4,0.00014062499394640326,79,2.9368000105023384e-4,28,1.0408899834146723e-4,158.07699584960937,3.6702000215882435e-5,4307008,180999.953125,192002.265625,269000.28125,36447,5.5,62.30000305175781,0.03918159753084183,1.4209399523679167,0.2600399966468103,2.4309399304911494,0.8287299715448171,4.218700050842017,1.4062499394640326,2.9368000105023384,1.0408899834146723,0.36702000215882435
28,1982,1.5,11,9553.69921875,52.205074310302734,1.1459428071975708,30.09000015258789,0.30000001192092896,21,19.87529945373535,0.208188995718956,6679.40087890625,0,0,0,730,2.843789989128709e-4,134,5.2201001381035894e-5,79,46,3.194439923390746e-4,11,7.638899842277169e-5,81,24,5.365656688809395e-4,1.5898242418188602e-4,102,5.312500288709998e-4,29,1.510419970145449e-4,276,1.0751900117611513e-4,2566996.75,144000.203125,150960.09375,191999.984375,17146,9.699999809265137,57.79999923706055,-0.020420199260115623,2.843789989128709,0.5220100138103589,3.194439923390746,0.7638899842277169,5.365656688809395,1.5898242418188602,5.312500288709998,1.510419970145449,1.0751900117611513
28,1983,1.4700000286102295,12.600000381469727,9513.76171875,50.87622833251953,1.1012614965438843,30.03510093688965,0.30000001192092896,21,20.0310001373291,0.2074359953403473,6891.98828125,1,0,0,715,2.768099948298186e-4,116,4.4909000280313194e-5,71,50,3.5971199395135045e-4,11,7.913699664641172e-5,76,14,5.068012396804988e-4,9.335812501376495e-5,95,4.896909813396633e-4,22,1.1340199853293598e-4,125.0530014038086,4.841400004806928e-5,2582999.25,139000.09375,149960.171875,193999.890625,17802,9.600000381469727,57.900001525878906,0.001388362143188715,2.768099948298186,0.44909000280313194,3.5971199395135045,0.7913699664641172,5.068012396804988,0.9335812501376495,4.896909813396633,1.1340199853293598,0.48414000048069283
28,1984,1.4199999570846558,10.800000190734863,9792.3076171875,52.065216064453125,1.0552747249603271,29.98040008544922,0.30000001192092896,21,20,0.1993280053138733,7098.5400390625,1,0,0,679,2.613549877423793e-4,102,3.926100180251524e-5,65,40,2.941180136986077e-4,6,4.411799818626605e-5,82,27,5.50457916688174e-4,1.812483387766406e-4,76,3.897440037690103e-4,14,7.179500244092196e-5,434,1.6705199959687889e-4,2597999,135999.828125,148966.890625,194999.796875,18442,7.5,59.500003814697266,0.06724585592746735,2.613549877423793,0.3926100180251524,2.941180136986077,0.4411799818626605,5.50457916688174,1.812483387766406,3.897440037690103,0.7179500244092196,1.6705199959687889
